Gene_ID	Vegetative_Meristem_16-19Day	6-7_internode	7-8_internode	Juvenile_Leaf_Blade3	Leaf_Zone 1_Symmetrical	Leaf_Zone 2_Stomatal	Leaf_Zone 3_Growth	Mature_Leaf_8	Primary_Root_5Days	Root_Meristem_Zone_5Days	Root_Cortex_5Days	Root_Stelle_5Days	Root_Elongation_Zone_5Days	Secondary_Root_7-8_Days	Tassel	Anther_1.0mm	Anther_2.0mm	W23_Pollen	B73_Mature_Pollen	B73_Germ_Pollen	Female_Spikelet	Ear_Primordium_1mm	Ear_Primordium_2-4mm	Ear_Primordium_6-8mm	Silk_unpollinated	Endosperm_8_DAP	Endosperm_10_DAP	Endosperm_12_DAP	Endosperm Crown_27_DAP	Pericarp_Aleurone_27_DAP	Embryo_20_DAP	Embryo_38_DAP	Germ_Kernels_2_DAI
Zm00001d007718	0	0	0	0	0	0	0	0	1137.124599	0	2374.974572	16.45218015	0	665.1577732	0	0	391.3552687	0	0	0	0	0	0	0	0	0	0	0	0	44.51449937	0	0	0
Zm00001d007716	0	0	0	62.39498527	0	0	0	118.177721	0	0	0	0	0	0	0	0	0	98.30987041	113.5326958	63.8778396	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d018986	191.151202	13.61964758	22.9730677	0	76.19405132	139.0462731	272.2573378	20.64308775	32.23230614	32.70988629	7.947663228	33.37664665	13.45177485	0	41.5165016	137.7331434	67.01091856	0	0	9.798436001	40.67877783	43.9729859	12.19355052	82.21060664	15.01955259	29.49752637	23.14957749	6.939631722	0	18.07771413	19.48902426	0	16.7480968
Zm00001d048402	0	0	0	0	17.13039563	0	0	0	0	0	0	0	0	0	0	77.2299587	63.23489843	0	0	0	0	13.2058214	0	0	0	21.40010179	14.53888374	54.24105076	0	0	51.30963324	0	0
Zm00001d048403	2603.703657	1720.153398	2693.262248	369.0259639	1801.671957	2070.936727	1305.668693	859.4129438	1952.335116	2868.880335	3801.858254	3349.974884	3175.999261	3001.593977	4339.041204	3091.279076	5070.575321	1019.35821	716.0975497	478.9467918	3101.124512	2218.835223	4594.077687	3539.486606	2247.781038	1812.130836	1783.226929	1954.774742	1433.942038	3102.916548	2170.229274	2952.903421	2096.963354
Zm00001d048404	22.33199784	0	0	0	6.723987824	10.93595601	5.991840245	0	0	4.267619487	0	0	3.141355534	0	5.906887519	9.304935437	0	0	0	0	0	15.23744937	5.246307714	12.73133006	0	0.934162007	0	0	0	0	6.565380717	2.059784965	0
Zm00001d048407	333.3573618	305.0892944	383.9447119	0	375.8947232	382.17822	381.1466305	35.71741184	247.0125411	430.7243649	326.5948123	158.8521249	319.2297328	460.3632553	675.3732946	347.2242896	368.6050399	349.6032583	222.282872	66.54866091	393.867532	148.8378235	633.8941373	616.5357925	189.4532547	466.5609159	603.8550434	952.1388797	139.6405339	250.7474724	433.9328784	250.7944207	301.7244161
Zm00001d048342	0	0	0	0	0	0	3.332080265	18.51246297	0	0	0	0	0	0	0	0	0	0	0	0	8.504028354	0	0	0	0	0	0	0	0	12.84904631	0	0	0
Zm00001d048393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1456075	5.316247364
Zm00001d048394	3916.869071	3244.930093	3824.576557	0	3188.122668	4298.819795	3342.805232	0	1477.451255	4125.911398	331.6652188	996.8212982	2071.164051	1147.07134	3137.490238	3842.29707	3006.471225	0	0	0	3012.599172	3295.966788	2478.765286	3884.523546	52.41532837	1040.378684	2186.201084	1568.707821	0	0	2310.082473	618.8291644	0
Zm00001d048396	0	14.82449619	0	0	0	0	12.47859792	0	0	0	0	0	0	0	0	0	78.76303678	5540.183655	5549.749237	8898.535578	28.97359676	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d048397	39.76640329	136.7350325	74.45097113	0	125.9593977	144.2344062	185.5124777	17.71580328	77.27845203	89.21352084	122.9395607	182.106413	87.38246301	110.7683944	29.86401214	108.2804041	139.4798549	46.08969728	0	0	194.1358199	118.3214015	70.01548632	124.6484156	85.54320032	189.6795409	67.33479297	91.61678306	166.5235967	380.3235097	280.4237702	127.6776971	0
Zm00001d048398	0	12.848047	12.78066548	0	0	0	9.522646313	0	0	4.588303227	0	0	0	0	0	0	7.496423438	0	0	0	6.67664256	0	0	2.601368163	0	0	0	0	0	0	27.73830457	0	0
Zm00001d048271	1296.012059	1649.123276	2293.424101	60.09078345	3172.052668	1956.070834	2054.044357	52.78295024	852.4232695	1142.946782	532.7781725	1409.374868	2133.777969	550.6355407	1067.571711	2530.494441	2701.652205	0	142.4675042	90.83218735	1319.011801	3245.237282	2497.39351	1774.506282	338.2845965	2020.590073	3199.748183	2509.460168	93.27260919	396.7650816	2436.475895	246.5933562	101.4218453
Zm00001d048307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.57615463	0	0	0	0	0
Zm00001d048308	250.7261902	124.2080793	143.4822509	47.54810189	529.5444632	490.6143979	448.6200742	16.91637905	88.60341271	361.1551184	112.7835115	84.17775765	290.1038077	22.0542184	508.8696442	163.4222252	57.55176875	0	3.881513873	0	94.11019675	339.9333484	478.2618856	345.4313829	58.89132375	269.2764725	259.8505046	142.7873612	5.391570025	76.20057021	201.9488542	38.08748421	152.286701
Zm00001d048309	0	32.88652604	0	0	0	121.0210761	435.7761998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.34781796	0	0	0
Zm00001d023327	0	0	0	0	0	0	0	0	2.448620916	0	3.354475135	6.956243093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.276748809	0	0
Zm00001d003216	24.02168188	0	0	0	0	2.295554595	4.982805938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d012158	0	0	0	0	0	0	1.256459102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d012159	12.82101439	0	0	0	13.86757993	5.588824785	4.239569901	2.16450615	0	0	0	0	0	0	0	0	9.533666977	0	0	0	0	4.310424033	0	21.0248654	0	0	0	15.67118597	21.74950182	0	13.66717383	0	0
Zm00001d044303	41.94286806	88.96502263	42.4162278	17.11552433	35.47329064	46.3491117	94.37586605	6.935849517	83.00001231	35.66679553	66.61098146	196.9111538	66.99363708	57.47669284	61.99609687	48.96371415	46.61073574	0	0	0	70.72643964	24.30415741	19.7880625	19.00331591	413.4827395	157.2902943	73.5643331	64.82067442	53.98397689	135.3929804	17.38770361	16.0232143	20.26407756
Zm00001d044304	62.07453965	71.70666935	107.7958655	160.2798398	73.676654	70.24254752	67.88975654	85.86447289	66.43258806	35.07263899	26.41374107	60.34259698	76.72985811	25.96927206	114.9453381	17.69659539	54.63828055	0	0	0	97.57523503	19.98594715	83.55611874	96.7394623	23.11807612	67.00061046	5.296359281	4.909858017	15.07641465	65.43440056	83.0313631	17.13740823	15.97005398
Zm00001d022527	348.5201892	134.0183062	217.1943115	8.371162402	228.5250568	169.5475871	114.0998127	5.809548269	64.27102843	160.1943765	28.2170874	26.50907551	80.42556316	38.83730746	253.4678352	195.2306224	121.4155503	0.942675627	0	0	115.2435602	277.624908	248.8066453	266.1172659	18.96686427	151.4402945	141.8569079	173.8131403	38.56672877	109.8604747	267.3587342	71.72009046	21.78241753
Zm00001d013116	177.6582274	92.82842759	96.20615666	18.39837185	186.9596979	142.6498159	165.0330335	7.825296026	52.23572551	221.892482	39.10557381	44.45423769	109.7747083	0	359.9766427	264.4332339	100.2692858	3.936323016	0	0	109.9595407	116.5700973	156.7699566	230.6575386	24.04593753	179.0941188	211.829743	392.4684505	16.67677774	75.20165984	176.9806821	39.73838083	46.13959104
Zm00001d042723	0	0	0	0	0	0	0	0	267.4861101	0	547.5985182	129.5296135	0	167.4659118	0	0	171.9714782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d039411	22.99626022	0	0	0	0	16.49633971	55.88563075	0	70.37412439	47.50594449	4.844510002	188.5063717	89.06705808	0	0	0	0	0	0	0	0	0	0	15.46147173	0	36.01394303	0	0	0	6.628154725	7.812304321	0	0
Zm00001d027573	0	0	0	120.2724454	0	0	0	68.85109392	0	0	0	0	0	0	10.63881299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d013097	21.23716409	107.0464349	54.41813753	5.042833291	104.6738523	16.74595474	41.444002	0	141.2986097	275.4712298	256.309037	38.63091817	307.1855275	86.71630895	50.24084143	0	4.311947551	5.096419834	207.3420444	5.709970505	92.97522866	19.65100701	9.521143059	11.01008383	155.9411634	363.6857229	411.0431685	145.7772763	0	37.16650347	167.0912921	24.49794624	9.788448052
Zm00001d005760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.590553145	0	0	0
Zm00001d028011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.281352193	0	0	0	0	0	0	0	0	0	0	0
Zm00001d028013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.442314046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d027967	3133.685015	2863.197406	1836.665426	261.9550253	7200.767749	4791.347178	5858.33022	1407.442493	5971.389055	8606.505742	1621.987622	2079.945393	6567.282225	2305.854975	2665.477679	2989.35367	1923.511439	103.7069519	417.3553525	427.3816271	2846.470253	5822.682072	3429.236741	2886.640284	1570.446445	3123.045718	3361.703737	2831.975769	374.4780055	980.1017183	3076.408347	917.4558524	2218.318715
Zm00001d033503	0	0	0	0	0	0	4.490460892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.679128271	0	0	0	0	0	0	0
Zm00001d029516	0	0	0	0	0	0	0	0	14.48741934	0	7.204856766	34.83502714	13.20757769	6.106987649	0	0	10.77837786	0	0	0	0	0	0	0	0	4.275475586	0	0	5.392559232	7.103145423	0	0	0
Zm00001d040002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.180729156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d041575	218.0681522	210.9777846	425.5281905	0	662.0985712	549.4133137	519.5733454	169.1300418	135.8606088	360.4909164	289.7517703	139.1491814	592.5502657	183.7906362	1095.14607	456.5329603	523.3497667	453.1269876	242.7009997	144.9939725	457.1416367	678.7381817	710.2874968	476.4679269	228.54684	1087.524924	1550.511987	1574.145117	272.8605053	180.8308229	1002.370365	168.5127067	237.4099993
Zm00001d040107	0	0	0	0	0	0	0	0	0	0	0	7.286778754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.940960721
Zm00001d013168	0	0	0	0	0	0	3.057961078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d053755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783.1603029	563.895491	37.60493546	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d053751	0	0	0	0	0	0	3.745148067	0	0	0	0	0	0	0	0	26.2935448	5.369146812	0	0	0	0	10.72437294	6.037660979	6.148688385	0	0	0	0	0	0	0	0	0
Zm00001d006307	38.80264734	161.9336734	40.13776338	0	65.10535351	85.66970396	41.64181617	0	17.44643658	0	58.34327461	25.2639392	21.98683231	19.60811487	180.4972042	48.48221781	89.19991925	0	0	0	26.74834705	33.07345074	195.4102011	49.86401179	0	39.56447083	48.11864577	0	0	6.171693684	31.73934751	24.48078676	7.194074935
Zm00001d051681	0	0	0	0	0	1.71071544	10.85611105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143.4050467	203.2657185	190.7487964	46.20911766	224.5637732	0	0	0
Zm00001d052036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403.8278049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d035020	0	0	0	0	0	0	4.370336041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d022587	488.8676126	137.5590954	133.7275601	0	155.5434532	179.0781665	190.2080945	3.772200935	4.750403806	87.2632165	0	0	92.18880558	3.050332491	86.75584866	155.8389005	89.54096562	0	0	0	132.1133997	186.6924529	158.2892369	260.0604432	12.11398736	149.9703834	102.5710382	74.02006797	34.37024626	116.3947528	278.6769339	77.61153416	38.62826449
Zm00001d008871	166.2166002	131.4011152	128.7586703	0	293.5800247	187.0315412	142.3137062	0	91.93963754	223.2527021	26.4845783	0	172.5166978	143.9865465	26.09138697	201.9315103	36.95775259	0	0	0	69.39859866	342.3811614	139.0675129	203.946775	16.99428659	165.5457128	200.5596612	279.5230635	59.43284542	64.33978204	386.2801441	37.81691707	10.20323252
Zm00001d008869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.934576143	0	0
Zm00001d031344	6350.186715	31264.39977	14099.04996	0	7609.481405	6371.289862	7078.120056	0	45447.0156	18309.114	42473.47842	41545.80219	41451.44839	20675.91433	0	0	5937.691211	0	0	0	26964.46957	7620.210005	13192.37659	16470.55305	8125.867633	4669.946216	11417.36636	13619.76662	4481.810408	2121.507359	12254.52786	17502.78213	4110.624681
Zm00001d039064	0	0	0	85.69051625	0	0	0	69.80584095	0	15.16620242	0	0	0	0	0	17.17050793	0	0	0	0	0	0	0	12.00860008	0	0	0	0	38.2765969	26.44672175	122.3143579	0	0
Zm00001d038332	152.6236463	78.20719247	93.13237033	82.22564735	374.3558243	381.3132563	203.7806898	10.19276722	423.0836689	478.1470897	671.6528348	350.542981	368.960896	360.5611568	61.07579068	118.2595402	94.26011772	18.22254734	132.7083628	75.24722949	139.8553763	365.4708939	181.1190451	236.7183257	46.59715645	170.9630677	223.9099811	315.003485	249.1866932	279.1876127	381.7524407	252.2240322	573.5413271
Zm00001d021596	27.73895909	26.87912472	113.9045807	1004.467442	59.48320066	142.9612096	117.6984509	461.8539531	150.4596026	64.0912862	13.2533904	0	57.15322575	101.2580178	581.1036931	121.0925965	71.81409763	0	6.204783657	0	47.90215859	19.63667817	98.31572134	106.8839402	110.3285335	43.64970495	19.63287276	270.7199204	34.78948362	331.7420815	59.76235238	0	69.29712415
Zm00001d046438	67.52840154	2.800717562	15.37877999	0	51.82866562	49.81418369	19.63841071	0	0	0	0	0	0	0	34.70531333	17.8396815	3.26825778	0	0	0	3.104910199	57.31993584	11.04516269	56.31143425	0	0	0	0	0	0	2.292130836	0	0
Zm00001d052717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.40387012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d052718	1952.488036	1036.322014	676.3537518	0	843.3862391	1543.84539	372.3014664	142.3927213	775.4729444	2141.367495	443.1994908	565.4740183	1408.479924	3532.523291	2311.688642	1334.187168	733.3377549	33.38524297	0	0	0	3394.896912	1242.685604	2508.950542	343.66224	621.4954241	1675.205567	1451.563447	1163.906749	1547.140826	111.1375343	385.243165	151.6957447
Zm00001d052719	0	0	0	0	0	0	0	0	0	22.53132493	0	0	0	74.95997131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.861019493	57.40931185	0	0
Zm00001d052720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.9771111	636.7113397	471.6894289	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d052248	73.49266761	9.558243079	66.48596601	6.902258241	81.66558382	149.563333	255.4537196	4.179982086	70.86158788	165.9514766	266.8153269	79.46232992	338.2156935	69.7657687	110.2274096	66.62038092	23.94425663	3.687806568	0	0	64.58130686	117.9169413	170.9089756	79.97569069	4.112860039	94.91656446	192.0842065	138.0703541	3.301194659	10.67160116	135.622897	6.241866798	25.0056195
Zm00001d012819	30.72379372	0	7.513168361	0	0	0	0	0	21.61172721	0	644.7015029	17.95628991	0	144.2753372	0	0	17.9349164	0	0	0	15.55008721	0	12.042148	31.77246087	607.1544792	10.5713396	7.362521419	0	32.17757871	543.139015	229.4046666	0	93.48067903
Zm00001d047175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.4116378	0	122.5664081	0	0	0	0	0	26.83481669	0	0	24.11643449	0	108.2685787	0	0	0	0	0
Zm00001d014867	502.2425266	212.1035567	368.0355233	6.207523746	907.203804	665.6631687	415.1675751	0	0	55.30861814	0	10.01024006	19.28415514	0	376.3044058	260.9168051	280.5768928	0	0	0	793.3436297	161.4777242	454.4067595	641.373938	0	319.491536	273.2822298	174.2023729	0	10.40025032	264.0013694	11.32803365	0
Zm00001d034859	0	78.74663574	0	0	647.4391067	660.5820717	914.5251372	9.551628056	1284.039422	178.6837549	216.5645512	307.3905153	534.4101595	240.5947653	0	98.4460981	37.02382541	0	0	0	95.49477712	234.1136921	177.8701542	157.1192428	288.9918105	858.8914602	354.9930787	68.81907797	0	55.06407784	1177.473998	0	10.78011229
Zm00001d013069	0	12.19427469	21.69405424	0	0	0	0	0	16.06772044	0	0	9.129299563	0	0	0	0	0	0	20.16182813	51.59302029	11.93698827	0	0	0	0	2.884502824	0	0	0	0	0	21.2525941	0
Zm00001d003801	0	0	0	0	0	0	0	0	0	0	0	0	12.41520267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.84594977	39.74040483	6.410447253	339.4941724	572.3758907
Zm00001d009132	0	0	0	0	0	22.1230385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.21081831	86.73002577	41.33905325	0	0	0	0	0
Zm00001d016815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.821946581	4.336666979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d019342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.2292131	247.2070042	423.1465942	163.2321505	31.81796916	0	0	0
Zm00001d013643	52.08495707	24.88552337	0	0	0	0	0	0	0	0	0	42.34214367	0	0	0	0	0	0	0	0	11.01646022	0	0	0	0	0	0	0	0	0	0	0	15.91094991
Zm00001d016041	0	0	0	63.57638903	0	5.35686839	8.880902757	183.9384526	0	0	108.1594123	109.1525428	0	49.09460791	197.2928256	0	17.54607378	0	0	0	348.5521926	64.35560535	65.61683571	159.1531903	211.2649038	171.0911748	165.122181	0	111.0606782	518.813344	117.8629834	0	0
Zm00001d026127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.086496064	0	0	0	0	0	0	0
Zm00001d043091	0	0	0	0	0	0	0	0	0	0	0	31.44590865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.737444123	0	0	0	0	0	0
Zm00001d035125	0	0	0	0	0	0	0	0	0	0	4.603198865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d049727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65833952	0	0	0
Zm00001d039328	0	0	24.28543272	102.4431752	0	0	15.27515447	669.2495453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.63355846	0	0	0	0	0	0	0	0
Zm00001d044027	0	0	0	0	0	0	0	0	0	0	338.2050226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d006915	0	0	0	0	0	0	0	0	172.4919781	0	60.9145301	0	47.85707638	164.6114749	0	0	0	0	0	0	0	0	0	0	0	37.7033642	0	0	0	0	0	0	0
Zm00001d011278	22.9169281	185.0275169	703.4259764	656.0004126	358.5525071	239.7400571	258.1320321	270.1982351	885.6246943	301.4619159	1051.302849	625.3858429	567.2465325	1238.446939	1192.753889	280.4509783	554.9801503	882.1169894	63.17798492	42.30994538	90.62090528	620.0906193	543.842526	646.4914934	1011.674646	374.6506672	548.9804102	1242.858525	430.5532346	2050.878112	1529.845614	238.7957781	99.46063861
Zm00001d011277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.915057216	35.61436192	39.27183501	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d019537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148.6767362	33.33575876	29.51680036	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d030045	460.867521	362.6268895	1138.635354	0	157.0464257	184.6841875	359.9196485	44.43334804	885.4503634	129.733793	382.3736513	784.5522219	43.55999937	756.1140057	748.8736482	188.497696	193.8651101	0	0	0	46.65935982	90.19804102	115.6860264	312.2001967	338.1019637	214.5179185	76.02005554	104.0829572	323.38867	395.8524416	197.4125776	90.23875457	74.60678892
Zm00001d006678	0	0	20.88356472	75.29225023	0	35.86988644	116.617448	290.9275728	0	70.88262808	16.26798073	0	76.45403194	0	59.86932105	341.2874704	271.4078985	0	0	0	18.90813934	0	0	3.040836354	0	3.546412958	0	0	42.38923231	0	870.8686834	176.3422808	143.2038868
Zm00001d006677	0	0	0	0	0	0	0	0	0	0	0	0	13.63740232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d006681	54.39963285	12.65037514	75.94951394	0	132.9447558	26.51712178	28.21123095	0	10.89163889	42.84797583	44.36330842	27.44175648	23.02577608	8.883935538	0	53.3535533	26.28463617	0	0	0	137.2870723	8.450903756	57.14732083	137.1948457	0	34.18216864	25.518525	23.25178814	6.519426007	53.23178471	150.1816383	140.1431563	53.84603424
Zm00001d006679	0	8.011354886	62.06846975	0	28.91267931	86.99596282	243.1167652	0	72.87731636	108.4585706	55.34208866	22.19474017	101.4783698	90.45967839	95.56503861	0	103.1442356	0	0	0	20.17234633	63.01031005	45.00425947	59.79397793	137.4182208	14.68535807	46.50542257	7.222058594	0	51.04834183	30.39407997	0	0
Zm00001d006680	150.794013	23.98005337	148.7921842	22.97768286	887.3983071	841.3439021	672.5492142	63.79026394	79.57648758	846.8908443	140.8457528	263.3921446	434.6549408	239.9769497	1499.678727	723.9114562	249.3881821	0	24.21281559	0	689.454631	876.847685	794.1257382	1307.879139	223.6917324	404.1512903	406.8192347	365.8076264	17.93534438	135.1530256	601.7518583	62.1943541	30.91002143
Zm00001d013159	5181.11385	3900.076334	6047.793795	80.47307773	28498.99549	21434.94549	16903.50419	307.9248553	3275.213814	10801.55054	10978.51818	21126.23461	22858.1166	6441.144107	2683.982118	22838.04263	15652.57612	857.4051378	2326.684974	827.5052634	24537.05832	11421.31315	18954.16505	14500.55077	3289.781903	5560.159592	15000.80309	6778.876431	2628.947436	4369.300736	7608.738689	1552.468075	1312.383956
Zm00001d013156	879.6860694	812.8323226	1302.719151	56.99434182	318.0020162	467.7076949	332.4366338	366.1602123	742.3186268	645.9961382	872.5185688	380.6411713	328.3139509	506.7421966	405.0751929	147.229004	211.9363237	891.2797586	1128.624025	962.8438139	555.7394374	235.1431723	527.661768	768.2276467	467.4191904	609.8426132	433.6628045	181.1372004	117.6759829	941.0527899	631.7258296	1216.955441	794.8460355
Zm00001d013154	0	0	0	0	0	0	0	0	0	0	0	14.39038676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001d036280	7.708176885	20.60645397	27.89433935	0	6.19711965	0	0.518097846	0	2.767762819	0	0	0	0	0	0	0	0	0	0	0	38.34715965	0	0	0	0	0.698951735	0	0	0	19.57072972	0	0	0
Zm00001d038976	98.03473217	61.20206146	0	0	0	0	31.51958126	0	0	99.21305636	0	0	39.66137632	0	0	65.08503242	112.551138	0	43.81320343	74.44923082	131.5882906	42.65852258	0	21.46128734	0	59.17191955	0	0	0	0	19.1176386	0	0
Zm00001d038975	609.520236	374.3100178	600.6398088	7.704888958	1038.32059	1085.160948	658.3064323	2.645257659	727.1774531	2018.445734	192.9112166	189.1334705	1224.993644	703.7505915	649.5017657	476.58565	424.1948217	0	0	0	330.4359483	909.86045	1382.113578	1056.168171	113.6700366	479.9234553	659.7669417	705.2000342	25.07396673	71.21651808	566.3163252	71.29418792	246.1798299
Zm00001d007270	0	0	15.22115149	0	135.2790326	49.86655808	110.4115684	7.954401552	0	26.11913969	30.02828949	116.2378423	88.4435592	0	31.65592536	24.16540171	0	0	19.78430868	0	98.71987916	0	152.8379337	68.7829328	19.26817001	125.5746632	0	0	0	63.25555597	94.85373195	0	0
Zm00001d048495	491.5990978	44.27274504	119.7381243	0	153.4355905	23.1322958	39.55805225	0	0	0	0	0	9.671492317	0	51.75948923	178.0270906	40.84072968	0	0	0	73.87764762	0	12.50974095	64.12923659	2.957900067	9.416109982	0	25.41354604	0	0	9.361951036	24.02613127	0
Zm00001d033530	1427.758496	2369.324991	2399.525918	490.2846685	1020.360774	1105.113661	1303.244251	1413.703727	1000.138887	903.9163223	1069.801122	1123.435224	1196.184418	1414.639897	548.35931	1501.717955	1973.915101	1305.472953	1627.559943	1954.799954	1705.96314	1225.261202	1770.193914	773.2655173	691.0306186	1117.281558	993.0316996	695.6765017	938.3381943	2262.785162	1719.874362	2134.494245	1433.371616
Zm00001d024442	293.3418098	0	0	0	72.84852856	51.24603207	86.17942751	0	0	54.57523256	0	68.40621589	9.249171696	70.90412694	0	0	0	0	0	0	0	0	17.36795522	33.42883095	0	0	0	0	0	0	0	44.15482699	16.04137533
Zm00001d052046	26.59097032	32.42242448	47.20201559	0	229.9379588	229.4645499	138.9237613	0	26.83839108	0	0	0	39.83973873	0	68.202782	68.20391688	0	0	0	0	11.23246925	266.8499761	34.09600238	65.75289995	0	0	10.50963842	16.69773523	0	0	165.0779644	0	0
Zm00001d053070	69.5504802	0	74.8249519	0	414.0670419	512.2032384	225.0340491	0	0	130.5765374	0	0	62.31824074	0	333.7017167	189.4557831	58.14625138	0	0	0	85.29949649	287.5742562	236.708933	294.7497305	0	171.2699327	81.08524213	104.3373612	0	0	291.1834316	21.73454345	0
Zm00001d042226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.41894061	0	0	0	0	0	0	0
Zm00001d011213	529.298321	584.6468013	503.6027259	49.60534019	890.2989679	571.3193696	622.7763916	46.87002918	675.5235824	426.6804586	886.5482423	1005.534622	582.9454677	595.8407767	397.2637401	391.4459296	343.8115759	608.1567272	1063.238282	428.6386845	424.5876652	226.8512216	331.5239488	505.5083498	591.1640581	559.4896994	615.2376578	753.6177916	477.8836917	510.5035367	552.8701042	229.0335328	411.5791214
Zm00001d045768	0	0	11.97667749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.16608158	0	0	14.53850843	0	0	0	0	0	0	0
Zm00001d049540	790.2108323	283.7200841	491.7187269	29.8944455	573.7017335	388.6617831	348.423104	100.6711071	101.0509786	81.57062902	145.178506	146.5659191	132.0994194	221.019778	373.0633792	464.2289322	404.7336333	0	0	0	235.5708604	755.0870522	677.2711473	598.022612	205.3436194	566.3925089	429.0114933	365.5695578	419.8861375	1021.140977	483.0860378	274.1506042	130.059854
Zm00001d003896	18079.64488	5971.354423	10672.74426	809.1064212	11257.6993	6665.831358	6324.32625	2127.014501	8306.050583	16046.52705	5972.676795	5442.362671	7141.28548	11149.67776	0	0	0	0	381.2346453	163.0149439	9386.987449	6232.760988	15071.33787	7859.72797	3548.924534	6777.164787	11491.8386	11683.81866	3703.751277	5922.770755	4520.795373	6012.687379	3411.075935
Zm00001d036107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1829.439412	1103.378375	666.0493783	0	0	0	0	18.04772244	0	0	0	134.6217754	0	0	0	0
